audit_bucket,news_date,source_text,headline_text,finbert_label,finbert_positive_prob,finbert_negative_prob,finbert_neutral_prob,finbert_confidence,finbert_sentiment_score,news_item_id
low_confidence,2019-05-29,Bitcoin Magazine,"Bullish on Bitcoin, Bearish on Trade Relations With Jeffrey Tucker",neutral,0.34268525,0.290672,0.3666427,0.3666427,0.05201325,stage5_news_fb552a91e154292f
low_confidence,2021-12-10,FX Empire,"Bitcoin (BTC) – A Return to $50,000 Would Support the Crypto Market. Indicators Flash Red, however",negative,0.32033062,0.36785558,0.31181377,0.36785558,-0.04752496,stage5_news_b3c446e97ac2fa7e
low_confidence,2021-04-20,Yahoo Finance UK,Crypto: Bitcoin and ethereum sink as dogecoin rallies on 'doge day',negative,0.29570308,0.37038213,0.3339148,0.37038213,-0.07467905,stage5_news_4d8cba2e4fb993d5
low_confidence,2021-04-20,CoinDesk,"Market Wrap: Bitcoin Flat at $56.7K, Ether Rises and It Wasn’t Dogeday’s Afternoon",negative,0.2963445,0.37143537,0.3322201,0.37143537,-0.075090885,stage5_news_dc3ec6d620fc87fc
low_confidence,2019-02-08,Cointelegraph,"Bitcoin Breaks $3,600 Price Point, Some Top Cryptos See Double-Digit Gains",negative,0.31421292,0.37144515,0.31434193,0.37144515,-0.05723223,stage5_news_839c5cd52784246a
low_confidence,2023-05-29,Forkast News,"Bitcoin drops below US$28,000, Tron’s deflation slows losses",negative,0.31501547,0.37211958,0.31286502,0.37211958,-0.05710411,stage5_news_902b6c4268544f02
low_confidence,2023-04-03,CoinDesk,April Seasonality Favors Bitcoin and Stocks,neutral,0.360125,0.2673423,0.37253264,0.37253264,0.092782706,stage5_news_0b7d11b6bc6bc53d
low_confidence,2023-02-07,CoinDesk,Bitcoin Rises to $23.3K as Jerome Powell Repeats 'Disinflationary Process' Comment,negative,0.3319565,0.37290144,0.29514208,0.37290144,-0.040944934,stage5_news_c6e8e231c969a1b2
low_confidence,2023-03-22,Forkast News,Bitcoin buoyed as bank busts spook investors,positive,0.37337962,0.36140767,0.26521274,0.37337962,0.0119719505,stage5_news_24842095a84570ac
low_confidence,2022-11-15,CoinDesk,Renewed Bitcoin Market Swoon Has Put Price Support At $13K in Crosshairs: Technical Analysis,negative,0.31676415,0.3741963,0.30903956,0.3741963,-0.057432145,stage5_news_ba5dfc43720ef09b
low_confidence,2019-06-27,Market Exclusive,"Market Morning: Bitcoin ReBubble, Target India, Hong Kong Keeps Protesting",positive,0.37648287,0.3436642,0.2798529,0.37648287,0.032818675,stage5_news_d4de24105fc5afb9
low_confidence,2020-06-12,CoinDesk,"First Mover: Bitcoin Recouples With Wall Street as Stocks Tumble, Fear Trade Returns",negative,0.2924518,0.37662008,0.33092818,0.37662008,-0.084168285,stage5_news_a3dfbf35dcb9e77a
low_confidence,2018-11-19,FX Empire,"Bitcoin – Bears in Control, with Bitcoin Cash Hard Fork Dust Yet to Settle",positive,0.3780914,0.2502242,0.37168446,0.3780914,0.12786719,stage5_news_bd0666f18b024a3f
low_confidence,2021-12-04,Reuters,"Bitcoin falls by a fifth, cryptos see $1 billion worth liquidated",neutral,0.36444727,0.2571709,0.37838194,0.37838194,0.10727638,stage5_news_72347984e8527984
low_confidence,2022-09-21,CoinDesk,First Mover Americas: Bitcoin Steady at $19K as Traders Wait for Fed's Decision,positive,0.37893975,0.3460807,0.27497953,0.37893975,0.032859057,stage5_news_b74f1302a07c0245
low_confidence,2023-05-04,CoinDesk,"Bitcoin Holds Near $29K as Investors Weigh Rate Increases, Banking Contagion",neutral,0.32052815,0.30047354,0.37899825,0.37899825,0.020054609,stage5_news_56fe1eb2a06cc6eb
low_confidence,2019-09-04,CoinDesk,Bitcoin Short of Bull Target Despite Five Days of Price Gains,neutral,0.36670497,0.25357878,0.37971622,0.37971622,0.11312619,stage5_news_58b4210cf1d6bbd1
low_confidence,2022-02-25,FX Empire,"Bitcoin (BTC) Visits Sub-$35,000 Before Market Rebound",negative,0.33405527,0.3799455,0.2859993,0.3799455,-0.045890212,stage5_news_890231be3c254606
low_confidence,2020-10-26,Fortune,"For years J.P. Morgan was skeptical of Bitcoin. Now the bank’s analysts say its value could triple, challenging gold",neutral,0.2913046,0.32719982,0.3814956,0.3814956,-0.03589523,stage5_news_23fe1afb2e9a1695
low_confidence,2024-12-05,TheStreet,"Bitcoin's $100,000 milestone attracts new investors, but risks loom large",negative,0.3773799,0.38222107,0.240399,0.38222107,-0.0048411787,stage5_news_907cd1e54835903c
low_confidence,2021-01-29,GOBankingRates,One Hashtag from Elon Musk Makes Bitcoin Spike in Minutes,neutral,0.37774187,0.24003567,0.3822225,0.3822225,0.1377062,stage5_news_9efa11d5f6822b3a
low_confidence,2019-03-02,Cointelegraph,"Bitcoin Hovers Over $3,850 as Most Top Cryptos See Losses",positive,0.3838193,0.35573488,0.2604458,0.3838193,0.028084427,stage5_news_c18587a33b0dddbc
low_confidence,2018-08-24,CCN,Bitcoin Price Technical Analysis: BTCUSD in Slow and Stable Upside,positive,0.3841362,0.3291462,0.28671765,0.3841362,0.054989994,stage5_news_7c9efc0ae4985dd0
low_confidence,2021-07-21,CoinDesk,Bitcoin Futures Positions at 2-Month High as Traders Go Short,positive,0.38452792,0.36014912,0.25532296,0.38452792,0.024378806,stage5_news_5be400cc1e0673b1
low_confidence,2023-06-28,Fortune,"Bitcoin recedes as illicit actors look to Tron, Ethereum, and Binance Smart Chain as blockchain wars evolve",positive,0.38619748,0.24539578,0.36840677,0.38619748,0.1408017,stage5_news_cee79b03051e98c3
low_confidence,2022-03-01,Yahoo Finance,"Bitcoin, crypto soar, decouple from stocks as Russia-Ukraine moves from bad to worse",positive,0.38639766,0.26946375,0.34413862,0.38639766,0.11693391,stage5_news_a18178e63346dce3
low_confidence,2022-11-02,CoinDesk,Market Wrap: Bitcoin Little Affected by Fed Interest Rate Hike,negative,0.29222026,0.38651446,0.32126522,0.38651446,-0.09429419,stage5_news_22037cdc074d7556
low_confidence,2021-04-16,CoinDesk,Bitcoin Options Traders Continue to Place Bullish Bets as They Stack $80K Calls,negative,0.2510051,0.38686067,0.36213422,0.38686067,-0.13585556,stage5_news_01ab0f7be4fabfc7
low_confidence,2021-09-23,Yahoo Finance UK,Bitcoin rises as Dutch football club PSV announces support,positive,0.38706583,0.28089395,0.33204028,0.38706583,0.106171876,stage5_news_2ac23d3a8b7c6e41
low_confidence,2022-11-30,Decrypt Media,"Bitcoin, Ethereum Jump as Fed Chair Signals Slowing Rate Hikes",positive,0.38720798,0.2345428,0.3782492,0.38720798,0.15266518,stage5_news_d3177ec5e2834465
low_confidence,2024-09-19,CoinDesk,"DeFi Lender Sky Ratifies Plan to Offboard Wrapped Bitcoin, Due to Sun Concerns",negative,0.3004975,0.38737923,0.3121233,0.38737923,-0.08688173,stage5_news_d2dc076f59d06425
low_confidence,2024-08-07,FX Empire,BTC/USD Downturn: A Rally On the Horizon?,neutral,0.23304491,0.37846592,0.3884892,0.3884892,-0.14542101,stage5_news_fea85a2ad4e74054
low_confidence,2021-07-05,CoinDesk,"Ransomware Group REvil Strikes Again, Demands $70M in Bitcoin From 200 US Firms",negative,0.24126823,0.388772,0.3699597,0.388772,-0.14750378,stage5_news_7bcbbda1482aefb4
low_confidence,2021-02-25,CoinDesk,Bitcoin Bulls Back in Control as Market Correction Seems Like Old News,negative,0.24179435,0.39091244,0.3672932,0.39091244,-0.1491181,stage5_news_663c885ee7148d83
low_confidence,2021-10-28,Evening Standard,Bitcoin trumps gold for investors as inflation fears rise,neutral,0.3831573,0.22510909,0.39173362,0.39173362,0.15804823,stage5_news_01c2831874ae7d97
low_confidence,2019-08-25,FX Empire,Bitcoin Sees More Red as the Broader Market Takes another Weekly Hit,positive,0.3918633,0.26732752,0.34080923,0.3918633,0.12453577,stage5_news_9d61132d9336bea4
low_confidence,2020-11-06,CoinDesk,"First Mover: Resistance Is Futile as Bitcoin Breaches $15K, Crypto Gets Greedy",negative,0.3818501,0.39208484,0.22606502,0.39208484,-0.010234743,stage5_news_4c456488dd772488
low_confidence,2018-06-21,CCN,"Bitcoin Price Rebounds to $6,700, Market Adds $8 Billion in Recovery Bithumb Hack",positive,0.39335936,0.32510296,0.2815377,0.39335936,0.06825641,stage5_news_4065f228aa2d40fb
low_confidence,2024-08-26,CoinDesk,First Mover Americas: Bitcoin Consolidates at $64K Before Next Push Higher,positive,0.39369887,0.32807207,0.27822897,0.39369887,0.0656268,stage5_news_a87078c7eb7eed8c
ambiguous_score_or_confidence,2020-09-28,CoinDesk,"Why Bitcoin’s Longest Run Above $10,000 Matters",neutral,0.046396315,0.083112866,0.8704908,0.8704908,-0.03671655,stage5_news_6870552b6ae49cff
ambiguous_score_or_confidence,2019-10-22,FX Empire,"Bitcoin Cash – ABC, Litecoin and Ripple Daily Analysis – 22/10/19",neutral,0.034983482,0.023762358,0.9412542,0.9412542,0.011221124,stage5_news_3cef0878df231653
ambiguous_score_or_confidence,2024-08-11,Motley Fool,Forget Bitcoin? Only a Handful of Top Cryptocurrencies Have Outperformed It So Far in 2024,neutral,0.39940676,0.11149084,0.48910245,0.48910245,0.28791592,stage5_news_c869aef52312fe4e
ambiguous_score_or_confidence,2022-08-29,CoinDesk,First Mover Americas: Bitcoin Bounces to $20K as Dollar Recedes From 20-Year High; Equity Futures Slide,negative,0.45915732,0.49749148,0.043351214,0.49749148,-0.03833416,stage5_news_0ab228371ff0e01a
ambiguous_score_or_confidence,2021-03-15,Reuters,Bitcoin ATMs are coming to a gas station near you,neutral,0.078085884,0.029554468,0.8923596,0.8923596,0.048531417,stage5_news_eef15ea75bdcf245
ambiguous_score_or_confidence,2022-02-09,CoinDesk,5 Tips for Traveling in El Salvador Spending Only Bitcoin,neutral,0.051971726,0.025585406,0.9224429,0.9224429,0.02638632,stage5_news_1a26d43bb9ac1aae
ambiguous_score_or_confidence,2019-04-24,CCN,Fed-Up Bitcoin Community Favors Censorship on Twitter,negative,0.023727253,0.4988668,0.4774059,0.4988668,-0.47513956,stage5_news_fd7bb75a88288162
ambiguous_score_or_confidence,2023-04-09,Decrypt Media,Bitcoin’s Energy Transparency Is a Double-Edged Sword: Hut 8 Mining CEO,neutral,0.05453251,0.023901504,0.921566,0.921566,0.030631006,stage5_news_32e8f6b1afe12988
ambiguous_score_or_confidence,2020-03-26,CoinDesk,"Geopolitical Crisis May Benefit Oil, Gold and CBDCs, Not Bitcoin",neutral,0.056997687,0.016492227,0.92651016,0.92651016,0.04050546,stage5_news_f627ca5caacb3076
ambiguous_score_or_confidence,2022-11-04,Decrypt Media,Billionaire Tim Draper: Bitcoin ‘A Good Hedge Against Bad Governance’,positive,0.5475155,0.011055114,0.44142935,0.5475155,0.5364604,stage5_news_7597bd917b49f2e0
ambiguous_score_or_confidence,2019-01-25,FX Empire,"Bitcoin Cash – ABC, Litecoin and Ripple Daily Analysis – 25/01/19",neutral,0.032989565,0.02490438,0.9421061,0.9421061,0.008085186,stage5_news_1a529e266cf97637
ambiguous_score_or_confidence,2023-08-17,CoinDesk,"Crypto Long Trades Account for 90% of Total Liquidations as Bitcoin, Ether Slump",neutral,0.026189191,0.036990635,0.93682015,0.93682015,-0.010801444,stage5_news_cf3a30b945eaeb06
ambiguous_score_or_confidence,2019-01-09,Bitcoin Magazine,Qtum Completes First Atomic Swap With Bitcoin on Mainnet,neutral,0.46353063,0.015979188,0.5204902,0.5204902,0.44755143,stage5_news_3d60dd8c1d79adae
ambiguous_score_or_confidence,2021-10-21,BeInCrypto,"Mt. Gox Bitcoin Rehabilitation Plan Approved, Tokyo Court Makes Confirmation",positive,0.53938854,0.027420592,0.43319088,0.53938854,0.51196796,stage5_news_dfdb8f04645c4b1b
ambiguous_score_or_confidence,2019-10-19,FX Empire,"Bitcoin Cash – ABC, Litecoin and Ripple Daily Analysis – 19/10/19",neutral,0.035641458,0.024786966,0.9395716,0.9395716,0.010854492,stage5_news_17dcfe00164b0662
ambiguous_score_or_confidence,2018-06-16,CCN,Ukraine Bitcoin Fans Aim to Put Satoshi Nakamoto Statue Where Lenin’s Once Stood,neutral,0.060650114,0.028570753,0.9107791,0.9107791,0.03207936,stage5_news_c24ad33196fbe655
ambiguous_score_or_confidence,2021-06-28,BeInCrypto,Mexican Billionaire Bullish on Banks Adopting Bitcoin,neutral,0.092473075,0.0930513,0.81447566,0.81447566,-0.00057822466,stage5_news_3e0cc7f52ce52a65
ambiguous_score_or_confidence,2021-06-21,FX Empire,"Bitcoin and Ethereum – Weekly Technical Analysis – June 21st, 2021",neutral,0.022373624,0.028648535,0.94897795,0.94897795,-0.0062749106,stage5_news_ca235aa685ad7334
ambiguous_score_or_confidence,2020-01-02,Benzinga,A Look At Bitcoin's Crazy Decade,neutral,0.051092632,0.022788951,0.9261184,0.9261184,0.028303681,stage5_news_79c9702cd763e344
ambiguous_score_or_confidence,2024-02-22,CoinDesk,Crypto for Advisors: Bitcoin’s 4th Halving Is Approaching,positive,0.4596979,0.39051506,0.14978705,0.4596979,0.06918284,stage5_news_dad7f8a416848be1
ambiguous_score_or_confidence,2019-02-26,Cointelegraph,Nasdaq Begins Listing Brave New Coin’s Bitcoin and Ethereum Price Indices,neutral,0.027540991,0.024971677,0.9474874,0.9474874,0.002569314,stage5_news_8756eea86d973216
ambiguous_score_or_confidence,2023-09-28,CoinDesk,Trader Says Bitcoin and Crypto Markets Need ‘Chaos’ for Price Growth,neutral,0.10526549,0.14820391,0.74653065,0.74653065,-0.04293842,stage5_news_2297ac33aad506c8
ambiguous_score_or_confidence,2023-04-27,CoinDesk,Bye-Bye Bitcoin Bear,neutral,0.048800267,0.020573026,0.93062675,0.93062675,0.028227242,stage5_news_953013408afe41ec
ambiguous_score_or_confidence,2024-01-14,Motley Fool,Buying the New Bitcoin ETFs? 3 Things to Keep in Mind.,neutral,0.054988246,0.018059753,0.926952,0.926952,0.036928494,stage5_news_332801693dae481a
ambiguous_score_or_confidence,2019-12-15,FX Empire,"Bitcoin Cash ABC, EOS and Ethereum – Daily Tech Analysis – 15/12/19",neutral,0.031889446,0.031893313,0.9362172,0.9362172,-3.8668513e-06,stage5_news_b087cd02f88b6dc6
ambiguous_score_or_confidence,2019-11-29,Coin Rivet,Zeitgeist and Bitcoin,neutral,0.033544026,0.025701242,0.9407548,0.9407548,0.007842785,stage5_news_b39485fa632e3908
ambiguous_score_or_confidence,2019-06-29,CCN,What Does A Bitcoin Crash Look Like From Here?,neutral,0.03165932,0.050779298,0.9175613,0.9175613,-0.019119978,stage5_news_cf8e9124652d5069
ambiguous_score_or_confidence,2022-01-13,CoinDesk,What Advisors Should Know About Bitcoin and Inflation,neutral,0.035328206,0.021541292,0.9431305,0.9431305,0.013786914,stage5_news_3328c6b00bdc706e
ambiguous_score_or_confidence,2018-09-06,CCN,Houston Rockets’ Billionaire Owner Accepts Bitcoin at Luxury Car Dealership,neutral,0.063058786,0.021678295,0.91526294,0.91526294,0.04138049,stage5_news_911a6a78a2e9ae63
ambiguous_score_or_confidence,2022-04-22,ACCESSWIRE,Bitcoin Latinum to Launch on BitMart Exchange,neutral,0.04739553,0.012650514,0.939954,0.939954,0.034745015,stage5_news_056944208e8bb85a
ambiguous_score_or_confidence,2021-10-12,GOBankingRates,"New York, Kentucky Have the Most Bitcoin Miners in America — How Renewable Energy Concerns Tie In",neutral,0.050306544,0.018087082,0.9316064,0.9316064,0.032219462,stage5_news_f21f586ff41515a1
ambiguous_score_or_confidence,2023-03-02,GlobeNewswire,Marathon Digital Holdings Announces Bitcoin Production and Mining Operation Updates for February 2023,neutral,0.03671284,0.0228594,0.9404277,0.9404277,0.01385344,stage5_news_6d2580108044d54a
ambiguous_score_or_confidence,2019-05-13,Motley Fool,Why Grayscale Bitcoin Trust Surged Today,neutral,0.48205373,0.033598814,0.48434737,0.48434737,0.44845492,stage5_news_d60224b499ffb449
ambiguous_score_or_confidence,2023-03-08,Decrypt Media,Fed Chair Ponders Potential for Digital Dollar to Send Bitcoin to Zero,positive,0.5178629,0.035193663,0.4469434,0.5178629,0.48266926,stage5_news_09bf01c586385db5
ambiguous_score_or_confidence,2021-06-10,CoinDesk,‘FOMO’ Traders Rotate From Bitcoin to Meme Stocks,neutral,0.028229117,0.07713319,0.8946376,0.8946376,-0.048904076,stage5_news_5f9929edc681c5f6
ambiguous_score_or_confidence,2019-06-19,Cointelegraph,"BTC, ETH, XRP, LTC, BCH, EOS, BNB, BSV, XLM, ADA: Price Analysis 19/06",neutral,0.031930454,0.019900339,0.9481692,0.9481692,0.012030115,stage5_news_d89dcccf440184ef
ambiguous_score_or_confidence,2020-08-01,CoinDesk,Why This Sex Industry Executive Loves Bitcoin,neutral,0.030439025,0.040289924,0.929271,0.929271,-0.009850899,stage5_news_e6fa5f2a2bd5b97a
ambiguous_score_or_confidence,2019-07-28,FX Empire,"Bitcoin Cash – ABC, Litecoin and Ripple Daily Analysis – 28/07/19",neutral,0.032250065,0.02501387,0.9427361,0.9427361,0.0072361957,stage5_news_e3e8343a09c117c2
ambiguous_score_or_confidence,2018-08-26,CCN,"Bitcoin Price Intraday Analysis: BTCUSD Closing Towards $7,000",positive,0.5333958,0.043526165,0.42307803,0.5333958,0.48986965,stage5_news_5c31efd435c52f9d
ambiguous_score_or_confidence,2021-03-31,CoinDesk,US Bitcoin Mining Venture Blockcap Closes $38M Round for ASIC Expansion,neutral,0.09527536,0.08576532,0.81895936,0.81895936,0.00951004,stage5_news_df1e96a06b2df848
ambiguous_score_or_confidence,2019-11-12,CoinDesk,Bakkt in Discussions to Offer Cash-Settled Bitcoin Futures in Singapore,positive,0.5253173,0.011281498,0.4634012,0.5253173,0.5140358,stage5_news_c2141281e779fbae
ambiguous_score_or_confidence,2021-04-27,FX Empire,Bitcoin and Ethereum Price Seeks to Recover Lost Grounds After Market’s Flash Crash,negative,0.22399184,0.5400514,0.23595676,0.5400514,-0.31605956,stage5_news_95b58b64444bfa16
ambiguous_score_or_confidence,2022-10-14,Forkast News,Markets: Bitcoin rebounds with equities after inflation data sparks initial sell off,positive,0.4887567,0.4781366,0.033106722,0.4887567,0.010620087,stage5_news_f10a2c69b4f5744e
ambiguous_score_or_confidence,2021-01-12,The Telegraph,Code breaking and Google searches: here's what really drives the Bitcoin price,neutral,0.040676635,0.029201668,0.93012166,0.93012166,0.011474967,stage5_news_e5a76f6b4cac7db9
ambiguous_score_or_confidence,2019-05-25,FX Empire,"Bitcoin Cash – ABC, Litecoin and Ripple Daily Analysis – 25/05/19",neutral,0.033547442,0.024544906,0.94190764,0.94190764,0.009002537,stage5_news_294318cf337b79e8
ambiguous_score_or_confidence,2023-04-05,Benzinga,Bitcoin's Biggest Bull Case: Bank Turmoil and the Regional Banking Crisis,negative,0.03224228,0.52426004,0.44349766,0.52426004,-0.49201778,stage5_news_0a822875c8b6724f
ambiguous_score_or_confidence,2019-05-30,Coin Rivet,How does Bitcoin work?,neutral,0.03917878,0.035933793,0.9248875,0.9248875,0.0032449886,stage5_news_e2a9db0fc748eb26
ambiguous_score_or_confidence,2019-07-17,CCN,Bridgewater Tycoon’s Gold Shilling Is Insanely Bullish for Bitcoin,neutral,0.3133667,0.13893276,0.5477005,0.5477005,0.17443395,stage5_news_157b3aa13eb46d0f
ambiguous_score_or_confidence,2019-09-03,FX Empire,Bitcoin Tech Analysis – Recap and Mid-Day Review – 03/09/19,neutral,0.026188912,0.03265468,0.9411564,0.9411564,-0.0064657684,stage5_news_c8cb6f0be33d5206
ambiguous_score_or_confidence,2022-10-05,ACCESSWIRE,Uphold Launches Free Bitcoin Trading,neutral,0.059035618,0.016478108,0.9244863,0.9244863,0.042557508,stage5_news_36473245e8b5d2a2
ambiguous_score_or_confidence,2021-12-20,Business Insider,Bitcoin boosters Cynthia Lummis and Pat Toomey are the only two senators invested in crypto: report,neutral,0.030928584,0.020424716,0.9486466,0.9486466,0.010503868,stage5_news_a0a224fc990ca63a
ambiguous_score_or_confidence,2020-06-29,CoinDesk,"Bitcoin Facing Greater Price Volatility Than Ether in Q3, Options Market Data Suggests",positive,0.47320685,0.4496253,0.07716785,0.47320685,0.023581535,stage5_news_e39ed14e4a2d0bb2
ambiguous_score_or_confidence,2018-07-27,FX Empire,Bitcoin and Ethereum Price Forecast – BTC Prices Correct,neutral,0.035847355,0.030923048,0.9332296,0.9332296,0.0049243066,stage5_news_ba85dc34d15460d3
ambiguous_score_or_confidence,2022-02-14,FX Empire,"Bitcoin and Ether Consolidate Losses, Why XRP Could Rally Again",positive,0.5013614,0.43079835,0.067840226,0.5013614,0.07056308,stage5_news_94537fd1f3834d14
ambiguous_score_or_confidence,2022-02-17,CoinDesk,Bitcoin’s Value Depends on Its Decentralization,neutral,0.047790825,0.018836556,0.9333726,0.9333726,0.02895427,stage5_news_abf8c0b6083d63bc
ambiguous_score_or_confidence,2022-05-03,InvestorPlace,"3 Top Stock Trades for Wednesday: Bitcoin, AMC, ABNB",neutral,0.040102426,0.030083748,0.9298138,0.9298138,0.010018678,stage5_news_3fca61ab93601720
ambiguous_score_or_confidence,2023-09-19,Forkast News,"Bitcoin, Ether rise; Toncoin leads crypto rebound",positive,0.542182,0.05581591,0.4020021,0.542182,0.48636612,stage5_news_6e5466a981a7ee56
ambiguous_score_or_confidence,2018-09-23,FX Empire,"Bitcoin Cash, Litecoin and Ripple Daily Analysis – 23/09/18",neutral,0.028059717,0.026424186,0.94551617,0.94551617,0.001635531,stage5_news_c1c860eeb2db568a
ambiguous_score_or_confidence,2020-08-26,CoinDesk,Unconfiscatable? Using Bitcoin to Resist Police Extortion in Nigeria,neutral,0.05495566,0.06915592,0.87588847,0.87588847,-0.014200255,stage5_news_560ce0185db2881a
ambiguous_score_or_confidence,2020-08-03,Engadget,Alleged Twitter hacker was previously caught stealing a fortune in Bitcoin,negative,0.032239128,0.5463269,0.42143402,0.5463269,-0.51408774,stage5_news_b7a18a0f22bbc6f1
